camada,id,codigo_origem,nome,endereco,bairro_informado,fq,categoria,subcategoria,fonte,ano_referencia,status_atualizacao,abreviacao
assistencia-social,assistencia-social-2,2,CRAS PINHEIRINHO,"R PAINEIRAS, 91 - JD PINHEIRINHO",,15.53.79.0198.01.000,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-3,3,CRAS CENTRO,"R JOSE DE ALENCAR, 61 - JD MARANHAO",,10.23.83.1419.01.000,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-4,4,CRAS VOLANTE ITATUBA,"ESTR D MARIA J F PRADO, S/N� - ITATUBA",,,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-5,5,CRAS SANTO EDUARDO,"R OURO PRETO, 481 - JD SANTO EDUARDO",,17.14.83.0017.01.000,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-6,6,CRAS CASA BRANCA,"AV JOAO PAULO II, 1799 - JD CASA BRANCA",,,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-7,7,CRAS SANTO EDUARDO,"AV DA LIBERDADE, 760 - JD NOSSA SRA. DE FATIMA .",,,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-8,8,CRAS MARCOS,"R SAO CARLOS, 128 - JD SAO MARCOS",,,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-9,9,CRAS NOSSA SENHORA DE FATIMA,"AV DA LIBERDADE, 760 - JD NOSSA SENHORA DE FATIMA",,,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-10,10,CRAS JD DO COLEGIO,"R URSA MAIOR, 289 - JD DO COLEGIO",,,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-11,11,CRAS VAZAME,"R DOS CANARIOS, 2576 - JD VAZAME",,,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-12,12,CREAS CENTRO DE REFERENCIA ESPECIALIZADA,"R BELO HORIZONTE, 312 - CENTRO",,10.23.83.0899.01.000,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-13,13,CENTRO POP,"AV ESCO, 607 - JD MAGALI",,80.01.02.0021.01.000,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-14,14,UNIDADE DE ACOLHIMENTO DE PESSOA EM SITUACAO DE RUA,"AV ESCO, 607 - JD MAGALI",,80.01.02.0021.01.000,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-15,15,CENTRO D.I.A.,"ESTR DOS ORQUIDOFILOS, 147 - JD MARIA AUXILIADORA",,,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-16,16,BANCO DE ALIMENTOS,"R ALEARDO CARPI, 383 - VILA BOMFIM",,,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
assistencia-social,assistencia-social-17,17,RESTAURANTE POPULAR - JOSUE DE CASTRO,"R ANDRONICO P GONCALVES, 114 - CENTRO",,10.24.38.0302.01.000,Assistência Social,Rede socioassistencial,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-1,1,BIBLIOTECA MUNICIPAL MOACYR DE FARIA JORDAO,"RUA NOSSA SENHORA DO ROSARIO, 245 � JD. ARABUTA",,10.24.12.0060.01.000,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-2,2,BIBLIOTECA JD. CASA BRANCA�,"AVENIDA JOAO II, 5.225 - JD CASA BRANCA",,12.21.41.0001.01.000,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-3,3,BIBLIOTECA SACI PERERE (CENTRO CULTURAL PIRAJUCARA),"PRACA MANOEL DE ALMEIDA, S/N�, PARQUE PIRAJUCARA",,80.01.03.0206.01.000,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-4,4,BIBLIOTECA JD. SANTO EDUARDO (CENTRO CULTURAL SANTO EDUARDO),"RUA IVA, 100 - JARDIM SANTO EDUARDO",,80.01.06.0235.01.000,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-5,5,BIBLIOTECA ESTACAO CIDADANIA,"RUA URSA MAIOR, S/N�� - JARDIM DO COLEGIO",,,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-6,6,BRINQUEDOTECA BAMBOLE I,"RUA BUTANTA, 100 � JD SANTA TEREZA",,12.14.25.0373.01.000,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-7,7,BRINQUEDOTECA BAMBOLE II,"RUA ALBERTO GIOSA, 320 � QUINHAU � PARQUE FRANCISCO RIZZO",,80.01.06.0192.01.000,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-8,8,CENTRO CULTURAL MESTRE ASSIS DO EMBU,"LARGO 21 DE ABRIL, 29, CENTRO",,10.24.57.0296.01.000,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-9,9,CENTRO CULTURAL SANTO EDUARDO,"RUA IVA, 100 - JD SANTO EDUARDO",,80.01.06.0235.01.000,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-10,10,CENTRO CULTURAL PARQUE PIRAJUCARA,PRACA�MANOEL DE ALMEIDA�DOS SANTOS,,80.01.03.0206.01.000,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-11,11,ESTACAO CIDADANIA (ANTIGO CEU DAS ARTES),"RUA URSA MAIOR, S/N� - JD DO COLEGIO",,,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-12,12,PRACA DA JUVENTUDE,"AVENIDA AUGUSTO DE ALMEIDA BATISTA, 670 � JD SAO MARCOS",,11.63.63.1284.01.000,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cultura,cultura-13,13,MEMORIAL SAKAI,"RUA REBOLO GONZALES, 185 � VILA CERCADO GRANDE",,SEM FQ.,Cultura,Cultura,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-1,1,ESTADIO MUNICIPAL HERMINIO ESPOSIOTO,"AL FERNANDO BATISTA, 120 - CENTRO",,80.01.31.0045.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-2,2,CAMPO MIMAS,"R AUTRALIA, 75 JD MIMAS",,80.01.07.0153.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-3,3,PARQUE GRANCISCO RIZZO CONVIVER,"R ALBERTO GIOSIA, 390 PQ FRANCISCO RIZZO",,80.01.06.0192.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-4,4,CAMPO MAGALI,"ESTR DO GRAMADO, 835 - JD MAGALI",,80.01.02.0027.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-5,5,GINASIO JOSE ANACLETO,"R BELGRADO, S/N JD SANTA TEREZA",,SEM FQ.,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-6,6,CENTRO ESPORTIVO JOAO MARRETA,"R JOSE MENDES FERREIRAS, 340 JD SANTA TEREZA",,12.14.64.0052.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-7,7,QUADRA ENGENHO VELHO,"ESTR DOS ORQUIDOFILOS, S/N ENGENHO VELHO",,80.01.06.0181.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-8,8,GINASIO POLIESPORTIVO AMAURI SEVERO DOS SANTOS,"R NILO, 1611 JD CASA BRANCA",,12.21.41.0001.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-9,9,CENTRO ESPORTIVO INDEPENDENCIA,"RAUA TOMAZ ANTONIO GONZAGA, 430 JD INDEPENDENCIA",,12.51.39.0388.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-10,10,PRACA DA JUVENTUDE,"AV AUGUSTO DE ALMEIDA BATISITA, S/N JD SAO MARCOS",,11.63.63.1284.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-11,11,GINASIO POLIESPORTIVO VALDELICE,"AV AIMARA, 405 PARQUE PIRAJUSSARA",,80.01.03.0206.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-12,12,COMPLEXO POLIESPORTIVO SANTO EDUARDO,"R MARINGA, S/N JD SANTO EDUARDO",,80.01.06.1470.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-13,13,CENTRO ESPORTIVO DOM JOSE,AV LORENA S/N JD DOM JOSE,,17.13.86.0550.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-14,14,CAMPO VISTA ALEGRE,"R MONTENEGRO, 748 JD VISTA ALEGRE",,80.01.07.0146.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-15,15,CAMPO EMPILIO CARLOS,"AV LUIS BOYLLES, 543 JD EMIIO CARLOS",,14.54.39.0015.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-16,16,QUADRA SOCIETY LIBERTY,"R LIBERTY, 740 JD SANTA TEREZA",,80.01.03.0210.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-17,17,QUADRA DO TOME,"ESTR DO EMBU, S/N JD TOME",,80.01.05.1676.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-18,18,ASSOCIACAO DOS MORADORES VALO VERDE,"R SAO MARCELO, 14 JD VALO VERDE",,SEM FQ.,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-19,19,ACORDE,"ESTR DO MOINHO VELHO, 1144  JD TOME",,80.01.05.0259.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-20,20,QUADRA LAILA,"R BOM RETIRO, S/N JD LAILA",,12.14.33.0296.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-21,21,CEU COLEGIO,"R URSA MAIOR, S/N JD DO COLEGIO",,13.33.31.0010.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-22,22,CAMPO DE FUTEBOL PEREQUE,"AV ROTARY, 3326  JD PEREQUE",,80.01.03.0037.01.000,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-23,23,INSTITUTO EMBU DE SUSTENTABILIDADE,"R LUIS VAZ DE CAMOES, 186 - JD ITATUBA",,SEM FQ.,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
esportes,esportes-24,24,QUADRA SOCIETY SANTA EMILIA,"R CAPRI, S/N JD SANTA EMILIA",,SEM FQ.,Esporte,Esporte e lazer,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
conselho-tutelar,conselho-tutelar-1,1,CONSELHO TUTELAR I,"AL FERNANDO B MEDINA, 19",,10.23.70.0516.01.000,Proteção,Conselho Tutelar,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
conselho-tutelar,conselho-tutelar-2,2,COSELHO TUTELAR II,"ESTR DE ITAPECERICA C LIMPO, 2022",,17.12.63.0454.01.000,Proteção,Conselho Tutelar,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
ongs-osc,ongs-osc-1,1,ASSOCIACAO AMIGOS DE BAIRRO DO JD. SILVIA,"R PIAUI, 81",,,Sociedade Civil,Organizações sociais,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
ongs-osc,ongs-osc-2,2,ASSOCIACAO TRES AAA,"R EMBU GUACU, 31",,,Sociedade Civil,Organizações sociais,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
ongs-osc,ongs-osc-3,3,COOPERATIVA DE ALIMENTOS,"R ANDRONICO DOS PRAZERES, 160",,10.24.38.0302.01.000,Sociedade Civil,Organizações sociais,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
ongs-osc,ongs-osc-4,4,LAR BATISTA,"R BORBA GATO, 08",,,Sociedade Civil,Organizações sociais,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
ongs-osc,ongs-osc-5,5,CASA DO CAMINHO IRMAOS SAMARITANOS,"R DOS EUCALIPTOS, 277",,,Sociedade Civil,Organizações sociais,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
ongs-osc,ongs-osc-6,6,ASSOC. FRATERNIDADE RIO PEQUENO,"ESTR KEIISHI MATSUMOTO, 860",,,Sociedade Civil,Organizações sociais,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
ongs-osc,ongs-osc-7,7,CECA � CENTRO EDUCACIONAL A CRIANCA E ADOLESCENTE,"ESTR D MARIA J F PRADO, 1785",,,Sociedade Civil,Organizações sociais,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
ongs-osc,ongs-osc-8,8,COOPJOVEM � SOCIEDADE COOPERATIVA DE TRABALHOS ASSISTENCIAIS AO JOVEM,"AV AIMARA, 648",,,Sociedade Civil,Organizações sociais,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-1,1,ASSOCIACAO ASMOREJ,"R JACANA, 138",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-2,2,PARQUE FRANCISCO RIZZO,"R ALBERTO GIOSA, 390",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-3,3,DOM JOSE,"R AGUAS DE SAO PEDRO, 590",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-4,4,EMILIO CARLOS,"AV RUDGE RAMOS, 545",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-5,5,IDEPENDENCIA,"R TOMAS ANTONIO GONZAGA, S/N",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-6,6,ISIS CRISTINA,"R FRANCISCA DE RODRIGUES ADRIANO, 496",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-7,7,ITATUBA,"ESTR MARIA JOSE FERRAZ DO PRADO, 2653",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-8,8,JD DO COLEGIO,"ESTR CONSTANTINOPLA, 519",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-9,9,MAGALI,"ESTR PROFESSOR MARIO OSASSA, 117/542",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-10,10,JULIA,"ESTR DA CONSTANTINOPLA, 419",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-11,11,QUADRA LAILA,"R PENHA, S/N",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-12,12,PARQUE LUIZA,"R UBERLANDIA, 177",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-13,13,GINASIO PARQUE PIRAJUSSARA,"AV AIMARA, 3082",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-14,14,PINHEIRINHO,"R PAINEIRA, 91",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-15,15,SANTA EMILIA,"ESTR DE ITAPECERICA, 1940 CAMPO LIMPO E R CAPRI, 50",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-16,16,ASSOCIACAO SANTA TEREZA,"AV JOAO PAULO II, 1185",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-17,17,QUADRA SANTA TEREZA,"R BELGRADO, S/N",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-18,18,SANTO ANTONIO,"NOSSA SENHORA DA CONCEICAO, 232",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-19,19,SAO LUIZ,"AV JOAO PAULO, 3082",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-20,20,SAO VICENTE,"R URCA, 17",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-21,21,JD SILVIA,"R PIAUI, 326",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-22,22,JD TAIMA,"R TATUI, 180",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-23,23,JD VALO VERDE,"R SAO MARCELO, 196",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
cci,cci-24,24,JD VISTA ALEGRE,"R NITEROI, 1000",,,Equipamentos Comunitários,Centros e equipamentos comunitários,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
